path,name,phrase,mfcc_mean0,mfcc_mean1,mfcc_mean2,mfcc_mean3,mfcc_mean4,mfcc_mean5,mfcc_mean6,mfcc_mean7,mfcc_mean8,mfcc_mean9,mfcc_mean10,mfcc_mean11,mfcc_mean12,mfcc_mean13,mfcc_mean14,mfcc_mean15,mfcc_mean16,mfcc_mean17,mfcc_mean18,mfcc_mean19,mfcc_std20,mfcc_std21,mfcc_std22,mfcc_std23,mfcc_std24,mfcc_std25,mfcc_std26,mfcc_std27,mfcc_std28,mfcc_std29,mfcc_std30,mfcc_std31,mfcc_std32,mfcc_std33,mfcc_std34,mfcc_std35,mfcc_std36,mfcc_std37,mfcc_std38,mfcc_std39,cent_mean,cent_std,cent_skew,rolloff_mean,rolloff_std
./fastapi_app/Голосовые/Даша/Шкаф - не распознано Даша.wav,Даша,Шкаф,-575.984,111.766,23.045,28.894,-5.153,7.91,-4.809,-2.735,-1.166,0.236,1.767,-0.427,-8.881,-8.692,-7.376,-3.334,-0.743,0.414,-7.975,-0.234,20.726,9.939,10.065,5.141,4.603,3.67,4.394,4.57,3.014,3.316,2.899,3.201,3.343,4.258,2.983,4.2,3.176,2.922,3.883,4.338,1750.423,311.599,-0.06,4279.235,740.012
./fastapi_app/Голосовые/Марина/Кравченко Марина Вход 1.wav,Марина,Вход,-287.175,114.381,13.326,-6.964,-2.018,2.95,-14.884,-6.711,3.62,-1.764,-8.73,6.726,-8.421,3.337,-3.127,1.766,-9.9,3.098,-11.318,-4.602,101.191,63.34,19.546,26.952,24.904,10.369,11.145,7.055,7.742,15.424,8.683,7.764,9.431,6.263,7.52,8.665,8.384,6.554,5.513,5.263,2602.329,1330.929,-0.012,5498.273,3015.07
./fastapi_app/Голосовые/Марина/Кравченко Марина Вход 2.wav,Марина,Вход,-333.395,131.067,9.082,-4.646,-7.11,-0.459,-13.418,-9.375,0.506,-4.148,-8.233,3.021,-8.698,4.266,-6.498,-2.282,-8.657,-0.398,-10.769,-4.076,124.929,56.161,17.921,22.912,21.79,7.632,11.764,6.825,8.664,11.633,9.376,8.764,11.312,8.628,6.11,6.611,10.06,7.766,7.423,7.396,1970.221,1174.508,0.876,4114.498,2834.307
./fastapi_app/Голосовые/Марина/Кравченко Марина Вход 3.wav,Марина,Вход,-491.606,114.094,-1.546,24.4,14.719,12.235,0.681,3.874,-1.806,1.258,0.025,8.586,-1.98,2.787,-4.486,4.399,-5.363,6.584,-4.288,2.88,86.566,25.649,8.813,12.827,9.872,5.164,5.403,4.362,6.001,5.442,4.122,3.946,4.874,4.098,3.081,4.01,4.726,4.369,4.552,2.499,1920.02,758.53,2.266,4110.64,1609.1
./fastapi_app/Голосовые/Марина/Кравченко Марина Пицца 1.wav,Марина,Пицца,-394.449,95.716,13.804,28.004,21.852,2.282,-4.704,-3.755,-4.515,-5.319,-3.12,-1.62,-8.077,4.356,-5.259,-1.229,-5.247,2.174,-8.535,-2.63,108.247,39.754,19.648,28.552,7.237,9.114,12.576,7.604,6.76,12.456,5.0,6.101,11.082,6.618,6.729,3.791,6.351,3.834,6.024,5.355,2270.259,1541.752,2.585,4508.27,2075.482
./fastapi_app/Голосовые/Марина/Кравченко Марина Пицца 2.wav,Марина,Пицца,-384.027,100.695,16.461,27.599,20.235,1.453,-5.864,-8.473,-8.403,-7.886,-6.441,-6.783,-9.695,4.172,-7.166,-0.534,-4.795,1.674,-6.506,-3.502,116.312,45.101,20.346,27.167,10.187,12.372,10.203,10.423,6.112,11.666,6.618,6.866,9.932,8.064,7.969,5.692,6.452,4.542,7.89,6.617,2001.32,1472.437,2.341,3943.513,2116.14
./fastapi_app/Голосовые/Марина/Кравченко Марина Пицца 3.wav,Марина,Пицца,-341.189,79.145,19.784,26.157,32.746,-2.786,-15.121,-4.596,-5.316,-12.727,-11.176,-1.021,-13.447,4.835,-6.346,-9.879,-9.091,-0.397,-12.748,-0.861,95.461,55.78,25.342,39.457,12.102,13.826,13.51,12.653,10.273,16.094,5.627,6.374,11.951,9.023,6.907,6.231,3.919,5.948,6.673,8.307,2654.262,2307.769,1.45,4490.087,2905.457
./fastapi_app/Голосовые/Марина/Кравченко Марина Пицца 4.wav,Марина,Пицца,-373.119,84.638,17.772,15.213,24.236,-1.91,-10.08,-6.122,-2.926,-4.877,-11.179,0.563,-8.973,6.072,-3.598,-2.491,-8.621,-1.785,-11.295,-2.739,132.747,44.683,24.704,30.47,14.843,12.492,14.002,8.23,7.975,15.136,7.188,6.371,16.825,8.202,8.33,5.736,5.552,4.833,6.799,3.524,2569.823,1793.239,1.955,5096.744,2462.33
./fastapi_app/Голосовые/Марина/Кравченко Марина Пицца 5.wav,Марина,Пицца,-387.242,92.551,20.96,28.234,27.437,-3.946,-12.643,-6.327,-7.851,-6.852,-6.216,1.551,-10.051,3.268,-4.566,-5.972,-7.84,1.515,-8.503,-2.466,110.783,49.835,27.205,32.737,13.194,10.647,12.53,8.912,7.275,12.655,6.245,7.601,13.855,10.334,7.551,6.276,4.901,5.549,7.338,7.499,2241.944,1995.753,1.892,4016.25,2607.918
./fastapi_app/Голосовые/Марина/Кравченко Марина Привет 1.wav,Марина,Привет,-297.64,90.203,-0.954,40.841,32.463,-24.781,-16.502,-2.943,-7.168,-18.989,-7.792,0.521,-12.747,6.133,-4.533,1.015,-10.122,2.402,-10.901,-9.594,134.018,36.073,19.864,21.415,14.358,21.586,12.852,6.781,11.826,15.993,8.789,4.361,8.69,6.569,4.15,5.255,8.002,4.11,7.573,8.079,1804.459,703.392,1.178,3939.715,1940.695
./fastapi_app/Голосовые/Марина/Кравченко Марина Привет 2.wav,Марина,Привет,-330.873,97.18,8.363,33.296,26.771,-17.344,-12.044,-5.187,-6.703,-9.992,-11.401,3.296,-9.227,5.775,-5.474,-1.84,-11.024,3.205,-13.309,-2.647,124.538,26.213,16.023,24.596,15.032,23.624,14.162,7.562,11.3,11.8,10.947,6.496,11.122,6.927,5.135,4.444,5.737,6.502,8.832,6.149,1841.978,578.002,0.476,4157.59,1845.562
./fastapi_app/Голосовые/Марина/Кравченко Марина Привет 3.wav,Марина,Привет,-302.295,102.281,-1.442,41.361,29.177,-20.586,-12.93,-9.474,-4.442,-13.091,-12.202,-0.541,-10.474,4.744,-4.919,-0.61,-9.281,2.646,-13.708,-8.709,124.945,35.584,17.315,22.89,14.251,22.401,15.38,5.685,11.21,13.407,10.423,5.742,10.806,7.564,6.652,4.094,5.823,4.89,6.01,7.689,1833.003,844.521,0.88,4000.869,2188.083
./fastapi_app/Голосовые/Марина/Кравченко Марина Привет 4.wav,Марина,Привет,-359.258,89.163,10.628,27.044,22.337,-8.92,-10.804,-5.014,-5.344,-10.511,-8.87,1.752,-6.468,6.409,-0.556,2.007,-3.542,0.917,-8.359,-5.78,143.455,32.559,22.85,21.695,11.761,19.834,12.722,5.679,10.846,12.471,9.017,4.021,11.041,5.618,4.059,4.352,5.889,4.803,7.2,7.197,1929.861,688.539,1.607,4346.526,1950.179
./fastapi_app/Голосовые/Марина/Кравченко Марина Собака 1.wav,Марина,Собака,-371.246,109.12,20.868,5.429,9.306,11.47,-3.579,-3.911,-5.878,-4.19,-0.983,0.726,-8.681,1.052,-6.741,0.833,-8.1,-4.008,-7.141,-6.768,129.065,64.836,31.596,18.691,15.185,10.225,9.54,13.795,5.947,11.715,8.475,7.703,11.473,4.858,6.749,6.663,10.312,5.16,5.727,6.569,2078.133,1920.949,2.045,3585.791,2572.569
./fastapi_app/Голосовые/Марина/Кравченко Марина Собака 2.wav,Марина,Собака,-334.03,140.448,0.67,2.731,10.646,12.893,-7.737,-8.755,-0.813,-5.8,3.869,-3.403,-16.034,1.685,-2.434,-5.289,-11.618,-6.766,-9.033,-7.215,115.908,26.206,17.604,11.43,16.148,16.536,9.774,11.595,7.912,6.528,5.662,4.855,11.377,6.296,4.786,4.859,5.469,5.912,4.582,4.069,1315.484,560.386,1.637,2470.551,1358.713
./fastapi_app/Голосовые/Марина/Кравченко Марина Собака 3.wav,Марина,Собака,-336.326,117.492,13.416,-4.642,13.771,9.988,-8.249,-10.7,-3.052,-12.209,-1.62,-1.701,-12.225,0.673,-3.18,-1.3,-5.923,-3.744,-7.936,-3.335,120.595,58.66,27.708,14.497,13.061,10.273,10.782,6.842,6.774,9.304,7.854,6.403,12.486,5.774,5.67,4.109,8.844,5.371,5.482,5.33,2222.855,2224.179,1.935,3577.825,3000.394
./fastapi_app/Голосовые/Марина/Кравченко Марина Собака 4.wav,Марина,Собака,-308.306,109.173,15.973,-5.153,6.135,13.011,-10.479,-10.871,-3.139,-10.343,2.979,2.177,-15.496,-0.874,-4.541,-0.696,-10.82,-4.481,-9.349,-7.631,113.885,72.352,28.863,15.524,10.634,10.83,9.026,10.364,6.785,8.752,8.96,8.206,10.658,6.598,4.84,4.669,9.007,7.16,4.811,6.709,2316.712,2239.149,1.522,3650.53,3133.882
./fastapi_app/Голосовые/Марина/Кравченко Марина Шкаф 1.wav,Марина,Шкаф,-310.929,81.721,-0.577,14.652,-3.187,14.742,-0.717,-10.508,-15.061,-2.546,0.556,-1.632,-5.876,2.785,-2.907,4.017,-6.774,-4.017,-7.205,-5.848,139.193,57.679,25.813,31.851,14.976,10.29,7.011,7.117,6.687,5.489,8.443,7.135,10.593,6.029,5.041,5.474,7.186,6.478,7.297,7.098,2558.42,1159.889,0.563,5027.234,1950.846
./fastapi_app/Голосовые/Марина/Кравченко Марина Шкаф 2.wav,Марина,Шкаф,-325.791,124.585,1.386,-10.694,7.695,14.605,-6.131,-2.89,-6.183,-5.067,-0.775,2.503,-7.921,-3.138,-2.871,1.348,-8.345,-10.968,-12.646,-0.99,85.275,42.148,11.573,22.808,8.276,10.935,15.211,6.305,8.293,8.837,9.143,6.468,10.566,10.854,7.349,4.211,4.013,10.046,7.172,8.131,1857.322,1097.88,1.421,3747.756,2637.809
./fastapi_app/Голосовые/Марина/Кравченко Марина Шкаф 3.wav,Марина,Шкаф,-342.97,124.666,2.806,-5.356,6.616,14.3,-10.294,-6.007,-5.406,-4.621,-5.352,3.869,-8.875,-3.342,-2.025,-0.364,-6.086,-11.04,-10.861,-0.176,107.539,43.323,19.568,29.382,9.489,6.292,9.507,5.233,4.937,5.967,5.916,6.359,6.903,7.647,4.942,4.401,5.772,7.503,6.072,4.707,1906.809,1068.575,1.406,3937.131,2513.466
./fastapi_app/Голосовые/Марина/Кравченко Марина Шкаф 4.wav,Марина,Шкаф,-420.685,109.267,25.047,10.1,20.606,15.644,2.414,-1.426,-1.58,1.091,1.701,3.613,-0.753,2.17,-0.214,-2.935,-3.572,-4.432,-4.017,-1.302,120.693,31.746,18.677,21.728,13.263,9.798,15.489,7.501,7.253,7.429,7.428,5.455,7.647,6.371,6.241,4.114,4.355,8.277,5.938,3.818,1520.587,701.261,1.655,3215.073,1949.341
./fastapi_app/Голосовые/Марина/Кравченко Марина Шкаф 5.wav,Марина,Шкаф,-324.61,115.202,4.386,-6.396,6.885,15.522,-4.217,-5.494,-5.748,-2.587,-2.774,0.129,-5.206,-3.745,-0.913,0.768,-9.055,-8.795,-12.893,-3.482,102.978,52.071,20.49,26.435,11.905,11.917,12.607,5.712,8.198,7.231,8.449,4.129,5.039,7.186,6.355,3.317,3.995,4.902,4.866,5.201,2107.741,1179.366,0.904,4448.075,2828.884
./fastapi_app/Голосовые/Маша/Седова Маша Вход (1).wav,Маша,Вход,-553.08,95.129,18.865,3.604,-14.57,15.62,-6.832,-11.698,3.117,-1.322,-8.238,7.448,-2.97,-1.249,2.648,1.377,-0.908,-1.008,0.919,2.942,128.905,56.752,20.769,25.033,37.904,10.161,19.209,16.466,9.467,9.602,12.293,8.637,7.599,5.397,7.686,8.856,5.572,6.91,4.686,4.571,2086.471,778.162,-0.477,4678.333,2032.853
./fastapi_app/Голосовые/Маша/Седова Маша Вход (2).wav,Маша,Вход,-529.374,81.883,19.498,6.77,-16.378,16.035,-1.768,-8.771,-0.547,6.01,-8.928,7.097,2.516,-2.146,0.82,0.232,0.102,-5.083,2.159,4.056,130.959,58.205,23.829,15.601,35.59,14.105,16.212,16.198,13.664,8.92,13.484,11.902,8.041,6.81,7.034,8.403,5.1,9.332,3.545,4.005,2393.006,1237.511,0.803,4989.663,2402.285
./fastapi_app/Голосовые/Маша/Седова Маша Вход (3).wav,Маша,Вход,-580.015,93.166,14.596,6.689,-11.89,14.374,-5.234,-6.364,-0.181,-0.027,-3.821,3.922,6.927,-5.124,4.117,1.312,-3.387,-2.639,-0.504,4.999,108.184,54.625,20.309,16.697,30.276,15.086,20.315,11.682,9.525,8.949,11.241,9.483,9.178,10.835,7.26,6.693,4.711,5.695,5.294,5.645,2268.958,1214.554,1.858,4810.469,2408.176
./fastapi_app/Голосовые/Маша/Седова Маша Вход (4).wav,Маша,Вход,-563.744,89.655,23.267,6.759,-16.827,14.928,-0.859,-10.94,-7.457,5.587,-9.337,3.652,-0.247,-2.02,3.107,-1.875,2.252,-6.024,-0.447,3.318,123.786,53.338,21.898,17.163,40.193,10.486,17.226,16.711,16.118,9.748,12.529,8.316,6.066,6.821,5.598,10.109,5.053,8.381,5.029,4.175,2313.397,1482.934,3.172,4799.702,2426.432
./fastapi_app/Голосовые/Маша/Седова Маша Вход (5).wav,Маша,Вход,-591.81,99.993,15.113,10.287,-21.008,16.469,-0.592,-7.289,3.433,2.228,-7.512,5.692,2.32,-7.896,1.55,1.68,-2.74,-2.314,2.639,1.835,120.446,57.383,17.595,21.247,40.0,12.636,14.676,16.458,6.724,10.469,11.876,7.096,7.582,8.828,5.631,6.951,6.821,6.227,4.938,3.804,2316.104,1369.613,2.755,4692.525,2186.642
./fastapi_app/Голосовые/Маша/Седова Маша Пицца (1).wav,Маша,Пицца,-524.805,47.271,26.679,28.231,4.507,10.187,-8.048,2.933,-9.032,3.067,-3.972,-5.318,-1.977,-1.636,-0.641,0.871,0.994,0.159,-0.722,-0.298,160.544,53.739,20.697,29.533,20.767,12.601,26.13,8.049,18.024,8.857,10.878,9.183,7.929,6.546,7.409,5.17,3.93,5.975,5.305,5.812,2693.83,1451.616,1.229,5695.043,2083.118
./fastapi_app/Голосовые/Маша/Седова Маша Пицца (2).wav,Маша,Пицца,-571.113,68.307,15.397,29.379,1.562,19.772,-12.471,1.898,5.012,-1.522,-2.845,2.264,-1.389,-5.966,-1.748,0.898,-3.065,0.338,2.401,0.565,142.283,61.665,25.591,26.655,20.31,10.803,29.938,10.837,12.786,10.199,10.014,7.998,8.333,9.8,9.142,5.833,6.803,7.345,6.173,5.697,2482.019,1357.365,1.253,5033.142,1955.378
./fastapi_app/Голосовые/Маша/Седова Маша Пицца (3).wav,Маша,Пицца,-546.25,69.726,17.47,27.162,5.814,13.79,-11.883,-5.689,7.723,-1.623,-3.658,1.222,-2.876,-3.439,-3.925,1.551,-1.707,-0.484,2.918,-0.916,131.873,63.657,25.516,30.394,19.11,15.618,23.097,14.494,13.078,10.226,11.302,6.026,9.122,7.369,10.716,6.409,4.73,7.225,6.464,6.44,2339.402,1370.826,1.29,4890.239,2186.864
./fastapi_app/Голосовые/Маша/Седова Маша Пицца (4).wav,Маша,Пицца,-522.166,59.603,22.222,31.232,-0.92,18.201,-5.96,-13.967,-6.633,-1.243,-10.987,-2.14,-7.588,-0.514,-5.84,2.279,2.618,-5.908,1.286,2.787,142.188,54.728,16.031,31.52,22.293,15.324,22.01,18.492,14.256,11.107,10.627,8.211,11.039,5.893,12.726,5.369,4.528,11.081,6.019,5.859,2492.304,1247.645,1.121,5049.047,1925.888
./fastapi_app/Голосовые/Маша/Седова Маша Пицца (5).wav,Маша,Пицца,-542.594,54.712,18.938,28.101,-1.234,16.339,-3.774,-6.995,0.313,0.048,-5.179,-0.152,-0.485,-1.696,-10.267,0.663,-0.949,-6.803,0.201,2.043,120.896,57.773,24.558,32.667,24.167,14.594,19.76,17.164,11.85,8.011,8.589,7.265,8.924,8.012,9.699,5.858,5.164,9.461,6.183,4.909,2403.611,1321.159,1.002,4868.217,1995.043
./fastapi_app/Голосовые/Маша/Седова Маша Привет (1).wav,Маша,Привет,-522.84,76.778,6.052,29.293,5.051,7.717,-28.421,3.101,4.995,-4.751,-7.076,4.376,-4.093,-4.632,5.929,-2.006,-3.834,0.69,2.024,-2.0,123.951,40.032,16.968,22.427,18.793,21.134,28.578,15.115,9.664,10.772,12.616,6.181,9.508,7.87,5.055,10.521,6.878,5.119,6.267,6.916,2493.773,1116.124,0.208,5094.071,2100.911
./fastapi_app/Голосовые/Маша/Седова Маша Привет (2).wav,Маша,Привет,-499.971,75.417,18.332,38.941,2.506,-10.619,-16.787,-0.188,-4.976,0.321,-11.374,-0.05,-2.617,-1.006,-1.051,-2.145,-1.302,0.625,-3.648,-2.492,135.82,45.313,19.754,29.492,17.681,32.204,24.993,7.257,12.079,9.298,17.552,8.835,7.833,7.131,7.451,10.092,6.18,6.63,6.696,7.144,2439.443,1506.579,2.082,5054.185,2406.29
./fastapi_app/Голосовые/Маша/Седова Маша Привет (3).wav,Маша,Привет,-508.686,85.134,7.128,39.127,-1.265,-5.079,-20.266,-3.998,-2.504,-0.596,-7.271,2.137,-6.51,3.884,-0.826,-0.719,-1.197,-1.343,0.363,-1.338,141.936,35.55,19.362,28.298,19.519,23.31,22.409,10.454,12.492,8.792,12.969,9.203,11.193,5.136,8.332,8.081,5.274,6.258,4.759,5.345,2100.168,896.7,1.179,4688.121,1804.418
./fastapi_app/Голосовые/Маша/Седова Маша Привет (4).wav,Маша,Привет,-545.078,81.634,18.485,33.527,5.351,-5.899,-13.063,-4.383,-1.705,-0.539,-6.956,4.921,-1.191,1.239,-2.09,-1.871,0.721,-3.096,0.679,-1.523,126.201,38.83,17.741,20.212,18.391,26.06,24.164,13.52,10.505,8.917,14.422,7.727,7.417,6.844,6.168,9.784,5.649,5.324,6.466,4.949,1971.957,861.563,1.098,4501.174,1887.038
./fastapi_app/Голосовые/Маша/Седова Маша Привет (5).wav,Маша,Привет,-549.809,72.03,17.265,32.908,9.175,1.462,-21.204,-2.938,4.66,-1.686,-9.461,7.626,-5.448,-1.27,1.92,-4.512,-0.742,-2.451,0.983,-2.567,142.202,37.41,16.671,24.603,18.542,25.15,32.57,12.423,9.437,7.607,16.622,8.282,10.396,7.354,4.984,10.327,4.429,4.792,6.087,8.622,2212.052,906.568,0.661,5008.917,2106.366
./fastapi_app/Голосовые/Маша/Седова Маша Собака (1).wav,Маша,Собака,-500.634,105.172,3.562,-0.672,-6.87,19.876,-3.468,-8.418,-11.0,8.06,-10.849,-2.259,-2.969,-5.304,-5.959,-5.169,0.87,-4.679,2.175,-2.976,155.407,76.429,20.848,26.905,22.213,13.235,18.072,11.313,20.807,12.856,12.562,6.476,7.684,11.968,7.557,8.885,6.38,7.339,5.239,6.306,2218.657,1502.168,1.603,4063.169,2647.282
./fastapi_app/Голосовые/Маша/Седова Маша Собака (2).wav,Маша,Собака,-450.551,92.897,-4.084,-2.061,-8.029,20.173,-14.362,2.411,-3.765,-2.391,-12.885,0.939,-5.348,-6.664,-6.247,-0.178,-0.84,-5.885,3.524,-2.349,149.453,82.006,22.777,19.826,19.45,9.222,18.288,15.634,13.698,8.904,11.997,6.534,7.135,9.988,11.524,5.649,5.374,9.522,4.559,5.56,2461.869,1675.302,0.845,4413.817,2810.419
./fastapi_app/Голосовые/Маша/Седова Маша Собака (3).wav,Маша,Собака,-470.252,106.109,4.783,-3.322,-11.791,20.022,-5.459,-6.145,-12.12,4.838,-16.071,4.977,-5.876,-6.87,-4.086,-4.86,2.009,-2.4,-2.998,-0.583,137.374,80.636,15.647,30.047,17.423,13.06,19.169,14.278,18.268,11.447,15.454,8.28,10.518,14.243,10.567,10.195,5.681,7.389,5.924,4.729,2050.774,1450.783,1.546,3613.437,2484.353
./fastapi_app/Голосовые/Маша/Седова Маша Собака (4).wav,Маша,Собака,-494.195,108.884,8.54,-3.621,-6.791,21.324,-4.148,-4.049,-9.44,0.855,-14.449,5.163,-6.871,-8.001,-2.984,-5.109,1.2,-5.375,0.032,-1.664,151.943,66.371,17.753,27.729,19.817,14.067,13.644,12.73,19.702,9.612,14.141,5.578,8.277,12.843,7.858,7.051,5.048,6.929,6.18,5.386,2117.353,1598.25,3.112,3935.324,2564.245
./fastapi_app/Голосовые/Маша/Седова Маша Собака (5).wav,Маша,Собака,-463.282,84.076,-5.244,9.401,-2.582,19.45,-14.923,-4.839,-1.81,1.853,-13.244,4.472,-4.474,-4.644,-7.304,-0.963,0.776,-3.764,2.441,-0.405,142.515,85.586,25.756,26.423,23.244,11.532,17.969,11.138,15.373,14.431,11.94,7.697,9.107,11.099,8.672,7.021,7.435,8.172,4.861,6.481,2527.452,1585.963,0.686,4470.097,2666.925
./fastapi_app/Голосовые/Маша/Седова Маша Шкаф (1).wav,Маша,Шкаф,-522.23,79.717,1.699,5.591,-0.822,9.415,-8.827,1.686,-6.115,2.067,1.464,6.166,-14.46,3.389,1.794,-3.866,-1.596,-1.681,0.895,1.514,158.312,60.812,31.382,28.524,14.048,11.107,17.239,9.127,11.299,10.35,10.137,7.224,16.138,10.006,5.601,9.661,3.933,3.717,4.345,4.782,2654.918,1589.803,2.378,5547.002,2416.276
./fastapi_app/Голосовые/Маша/Седова Маша Шкаф (2).wav,Маша,Шкаф,-514.484,80.534,2.154,11.031,1.231,23.382,1.605,-5.517,-4.77,11.833,-4.412,3.703,1.295,-4.03,-0.822,0.527,1.219,-3.35,0.544,1.255,168.508,63.394,34.591,28.623,17.881,16.477,16.673,14.391,13.877,14.704,12.07,7.774,13.232,9.949,9.381,9.067,6.373,6.749,5.711,6.371,2169.81,942.369,0.551,4638.203,2091.561
./fastapi_app/Голосовые/Маша/Седова Маша Шкаф (3).wav,Маша,Шкаф,-549.086,75.706,-0.563,13.988,-2.462,21.464,-6.936,0.671,-4.959,11.494,0.256,11.428,-0.895,-6.782,1.338,-1.252,0.675,-0.622,0.744,0.056,155.531,60.376,29.843,27.837,21.347,12.705,12.316,8.84,15.374,9.325,18.882,7.096,10.692,12.329,6.967,10.909,6.023,5.421,4.248,6.953,2501.218,993.87,0.415,5365.193,1981.718
./fastapi_app/Голосовые/Маша/Седова Маша Шкаф (4).wav,Маша,Шкаф,-540.267,76.509,-5.661,8.916,-3.187,27.682,-5.209,-0.758,-9.652,12.139,-1.788,3.484,-2.752,-5.769,3.346,0.071,0.82,-3.81,1.856,-1.444,149.164,56.804,33.598,25.005,22.156,17.71,15.863,11.815,14.598,14.241,15.593,7.39,7.494,11.985,8.182,7.701,6.37,7.509,6.46,5.076,2615.166,1160.581,0.411,5236.973,2153.683
./fastapi_app/Голосовые/Маша/Седова Маша Шкаф (5).wav,Маша,Шкаф,-523.529,58.395,-2.337,8.57,-4.555,27.849,-1.675,-2.262,-5.606,6.051,2.36,3.48,-5.029,-0.327,1.706,1.308,3.362,2.302,-0.098,-0.776,170.701,58.67,35.233,22.395,25.851,14.557,17.59,10.707,13.508,11.864,13.966,6.639,10.384,7.041,8.845,7.51,5.333,4.893,6.796,4.893,2796.815,1404.923,1.103,5571.716,2147.563
./fastapi_app/Голосовые/Степа/Гайволя Степан Вход (1).wav,Степа,Вход,-384.877,122.163,19.034,37.109,-2.941,0.75,-6.099,0.972,-4.143,-5.719,0.006,-5.507,-2.04,-4.144,2.896,2.626,-0.617,-1.76,-1.046,1.876,141.561,63.639,29.093,24.287,23.55,21.84,13.594,8.278,10.275,7.51,7.17,6.213,5.258,6.476,4.768,6.5,3.992,4.68,4.133,5.174,1435.052,1258.066,1.038,2572.881,2496.551
./fastapi_app/Голосовые/Степа/Гайволя Степан Вход (2).wav,Степа,Вход,-376.871,100.915,3.426,30.672,-0.517,5.035,-3.012,2.467,-2.93,-2.321,3.227,-2.479,-6.208,3.093,3.883,1.928,3.488,-2.923,2.389,1.628,129.283,50.056,21.044,17.444,20.703,16.218,11.533,10.731,8.038,8.422,6.387,8.79,8.169,6.61,4.72,5.201,5.648,6.687,4.334,5.127,1828.102,980.668,0.218,3829.24,2209.223
./fastapi_app/Голосовые/Степа/Гайволя Степан Вход (3).wav,Степа,Вход,-411.71,104.443,12.755,29.194,-1.488,2.987,-0.335,3.868,-1.482,-0.156,0.143,-0.144,-0.943,-0.682,4.026,0.84,1.108,-1.209,1.122,-1.912,150.876,54.167,14.422,16.249,14.553,18.141,11.865,7.836,8.059,6.349,9.243,6.902,5.934,5.779,4.903,3.083,5.177,5.757,5.337,4.543,1684.63,1104.377,1.022,3581.413,2305.756
./fastapi_app/Голосовые/Степа/Гайволя Степан Вход (4).wav,Степа,Вход,-399.377,109.18,23.655,37.216,4.295,4.86,2.682,3.821,-0.716,-1.305,-0.488,-3.992,-0.739,-0.84,1.369,2.777,-0.729,-2.766,-1.022,-3.353,137.699,50.848,22.032,19.154,23.66,21.391,14.038,7.948,7.181,4.488,10.587,6.908,4.743,6.89,5.27,5.562,4.35,4.982,3.393,5.327,1413.585,1087.995,1.515,2793.057,2285.213
./fastapi_app/Голосовые/Степа/Гайволя Степан Вход (5).wav,Степа,Вход,-407.826,96.273,6.199,29.816,-1.357,0.605,-7.278,-1.239,-3.007,-1.517,-2.271,-4.734,-3.522,-0.529,0.716,-1.606,1.544,-1.537,-0.4,-1.537,122.528,50.906,19.051,15.711,15.693,15.156,13.478,10.865,4.785,8.117,8.512,10.359,7.639,5.685,4.466,4.853,5.551,5.824,4.582,3.652,2004.572,1057.466,0.233,4205.581,2134.817
./fastapi_app/Голосовые/Степа/Гайволя Степан Пицца (1).wav,Степа,Пицца,-345.502,71.112,2.362,41.932,13.519,11.258,-12.578,3.968,-2.805,-4.577,-1.691,-4.091,-11.85,-2.106,-1.203,-3.294,2.344,-5.545,0.444,-0.846,128.685,54.801,29.301,31.467,17.709,11.713,10.879,7.996,8.716,9.292,9.04,8.115,8.405,7.032,8.794,5.982,4.176,5.928,4.454,4.768,2478.584,1619.952,0.779,4541.548,2387.84
./fastapi_app/Голосовые/Степа/Гайволя Степан Пицца (2).wav,Степа,Пицца,-382.899,66.025,9.867,38.96,10.83,10.989,-9.608,0.192,-6.393,-3.342,0.205,-7.822,-10.668,2.636,-0.017,-4.398,-2.657,-4.465,1.13,0.987,117.517,60.501,28.618,27.339,16.048,10.026,12.381,8.589,10.367,10.587,10.736,8.963,8.118,8.185,9.062,5.109,5.297,5.907,4.36,5.391,2562.315,1758.955,0.796,4655.821,2515.868
./fastapi_app/Голосовые/Степа/Гайволя Степан Пицца (3).wav,Степа,Пицца,-385.685,74.973,11.433,35.896,4.686,10.251,-6.733,0.756,-5.747,-1.171,-2.66,-5.546,-9.313,-2.351,-4.041,-2.707,-3.477,-3.291,-0.806,-0.986,126.459,54.476,21.943,28.868,17.861,11.438,10.927,8.314,9.049,9.659,7.878,8.327,7.249,8.091,7.034,3.624,4.999,5.405,3.379,4.983,2249.981,1573.501,1.165,4312.513,2266.9
./fastapi_app/Голосовые/Степа/Гайволя Степан Пицца (4).wav,Степа,Пицца,-323.286,88.939,2.944,39.948,11.048,4.195,-10.03,4.743,-6.743,-3.304,0.077,-9.894,-9.39,2.367,-3.278,-4.644,-2.791,-4.432,1.65,-2.558,122.047,65.382,33.482,31.089,21.18,12.048,12.592,7.74,10.152,8.068,9.122,9.609,7.077,5.346,7.149,5.69,3.995,5.09,3.602,5.375,2148.968,1623.714,1.134,3835.847,2486.775
